region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Alexander County,Illinois,37.3351531,36.9839758,-89.1402498,-89.5041968,37.15000365964286,-89.29173000384435,1049.75,154.0,3.9705882352941178,81.48148148148148,1021.0,1922.0,1474.0,1647.0,2720.0,36.0,8784.0,9.0,2196.0,278433.7983764648,623231.0005065919,440095.81883544935,483915.8938415526,863702.3990600585,10821.7783203125,2689378.910620115,"[[0,26],[5,57],[10,32],[15,18],[20,10],[25,4],[30,3],[45,1],[70,1],[115,1],[325,1]]",2269.293009746947,0.0
Alexander County,North Carolina,36.0373898,35.7820167,-81.0040921,-81.3420685,35.89535543680703,-81.19051983819547,1082.05,822.0,4.590467376214716,82.86290322580645,3905.0,10863.0,11354.0,13463.0,38764.0,48.0,78349.0,12.0,19587.25,1107347.3484619143,3693562.188854981,3486099.675360107,4199127.237799074,1.2633907106872559E7,15462.3765625,2.5120043557348624E7,"[[0,120],[5,209],[10,171],[15,146],[20,82],[25,25],[30,16],[35,10],[40,6],[45,3],[50,2],[55,2],[60,2],[65,2],[70,2],[75,3],[80,1],[85,1],[90,1],[95,2],[100,1],[105,1],[120,1],[125,1],[195,1],[215,1],[295,1],[365,1],[385,1],[555,1],[675,1],[700,1],[875,1],[925,1],[1100,1],[1180,1]]",14746.633551426095,0.0
Algarrobos,Mayagüez,18.2407743,18.2281832,-67.1598902,-67.1631951,18.236620099999993,-67.16142092432432,1120.3,34.0,97.29729729729729,94.44444444444444,185.0,202.0,72.0,71.0,9202.0,44.0,9732.0,11.0,2433.0,56561.60997314453,73098.95244140625,22719.103186035158,24370.232751464846,3345829.843652344,15663.72861328125,3522579.742004395,"[[0,4],[5,9],[10,7],[15,4],[20,4],[25,1],[35,1],[45,1],[60,1],[200,1],[1735,1]]",2370.691362911797,0.0
Allegan County,Michigan,42.7687269,42.419121,-85.5433358,-86.2725362,42.605170489914784,-85.88541757517858,932.4499999999999,7734.0,15.882260574136724,69.51285277727845,64277.0,161276.0,123029.0,158287.0,744466.0,48.0,1251335.0,12.0,312833.75,1.5605750329879759E7,4.633608466489261E7,3.170209183462218E7,4.278043239013674E7,2.107474578383178E8,12858.04037475586,3.4717181705784875E8,"[[0,1509],[5,1783],[10,1264],[15,890],[20,625],[25,353],[30,236],[35,142],[40,105],[45,69],[50,62],[55,40],[60,67],[65,45],[70,40],[75,28],[80,31],[85,29],[90,22],[95,18],[100,12],[105,11],[110,14],[115,8],[120,9],[125,15],[130,9],[135,12],[140,7],[145,10],[150,10],[155,9],[160,7],[165,6],[170,5],[175,5],[180,5],[185,5],[190,2],[195,4],[200,2],[205,4],[210,4],[215,2],[220,6],[230,3],[235,7],[240,5],[245,2],[250,4],[255,3],[260,4],[265,1],[270,1],[275,4],[280,3],[290,3],[295,1],[300,3],[305,5],[310,1],[315,1],[320,1],[325,1],[330,1],[335,2],[345,2],[350,2],[355,1],[360,1],[365,1],[385,2],[395,1],[400,3],[405,3],[410,2],[420,3],[425,3],[430,1],[435,1],[440,2],[445,2],[460,1],[465,2],[470,1],[475,1],[485,1],[490,4],[495,2],[500,1],[510,2],[515,3],[520,1],[525,1],[550,1],[555,1],[580,1],[600,1],[605,3],[610,2],[640,2],[645,1],[650,1],[655,1],[660,2],[665,2],[680,2],[700,1],[705,1],[725,1],[740,1],[760,1],[810,1],[815,1],[830,1],[845,1],[855,1],[875,1],[880,1],[895,1],[910,1],[925,1],[950,1],[975,1],[1020,1],[1045,1],[1055,1],[1070,1],[1115,2],[1145,1],[1210,2],[1230,1],[1235,1],[1250,1],[1310,1],[1340,2],[1345,1],[1375,2],[1395,1],[1465,1],[1480,1],[1495,1],[1505,1],[1535,1],[1555,1],[1605,1],[1610,1],[1635,1],[1740,1],[1750,1],[1840,1],[1960,1],[2075,1],[2370,1],[2400,1],[2410,1],[2485,1],[2555,2],[2840,1],[3000,1],[3145,1],[3180,1],[3250,1],[3485,1],[3520,1],[3755,1],[4270,1],[5030,1],[5405,1]]",273443.3631672329,8.0
Allegany County,Maryland,39.7228816,39.4444229,-78.3220554,-79.0579953,39.63054803315665,-78.82858048491764,971.55,12911.0,63.213267477813915,82.01626222843349,42602.0,143353.0,129574.0,115904.0,393683.0,31.0,825116.0,7.75,206279.0,1.0767080339282226E7,4.400347301447753E7,3.61479447599243E7,3.1559327745098885E7,1.1443095294678956E8,8868.398321533203,2.369087788055724E8,"[[0,3558],[5,4379],[10,2272],[15,1257],[20,502],[25,221],[30,139],[35,85],[40,54],[45,47],[50,44],[55,39],[60,28],[65,22],[70,19],[75,20],[80,10],[85,7],[90,7],[95,17],[100,9],[105,13],[110,6],[115,9],[120,6],[125,7],[130,2],[135,5],[140,2],[150,5],[155,4],[160,5],[165,1],[170,6],[175,1],[180,4],[185,3],[195,1],[200,3],[210,4],[215,4],[220,2],[225,4],[230,2],[235,4],[240,2],[245,1],[255,2],[260,3],[265,3],[275,2],[280,2],[285,1],[290,1],[295,1],[300,1],[310,1],[315,1],[325,2],[350,2],[355,1],[375,2],[385,1],[390,2],[400,2],[415,1],[435,1],[455,1],[465,1],[475,1],[520,1],[540,1],[560,1],[575,1],[580,1],[600,1],[610,2],[665,1],[755,1],[785,1],[795,1],[855,1],[880,1],[915,2],[960,1],[985,1],[1035,1],[1060,1],[1195,2],[1215,1],[1290,1],[1350,1],[1365,1],[1370,1],[1485,1],[1490,1],[1550,1],[2220,1],[2550,1],[2920,1],[4640,1]]",196125.8705964816,0.0
Allegheny County,Pennsylvania,40.6742875,40.1956003,-79.6936053,-80.3518899,40.44683779312014,-79.96451800730948,943.5,338418.0,83.9169810868997,80.46440519186554,1309318.0,3936947.0,2907015.0,3201233.0,7680653.0,27.0,1.9035166E7,6.75,4758791.5,3.2238134809019184E8,1.1444565929229946E9,7.677890701121794E8,8.59384029699936E8,2.1727667293407507E9,7325.383837890625,5.266777770166058E9,"[[0,112132],[5,119168],[10,61337],[15,20115],[20,6967],[25,3431],[30,2156],[35,1623],[40,1296],[45,951],[50,800],[55,642],[60,575],[65,454],[70,459],[75,361],[80,336],[85,320],[90,265],[95,251],[100,205],[105,202],[110,181],[115,172],[120,161],[125,178],[130,154],[135,134],[140,121],[145,100],[150,123],[155,89],[160,102],[165,76],[170,88],[175,83],[180,87],[185,68],[190,64],[195,60],[200,52],[205,67],[210,49],[215,62],[220,44],[225,39],[230,39],[235,36],[240,42],[245,45],[250,43],[255,42],[260,35],[265,32],[270,38],[275,28],[280,22],[285,37],[290,33],[295,38],[300,26],[305,27],[310,22],[315,21],[320,26],[325,24],[330,23],[335,16],[340,20],[345,24],[350,10],[355,23],[360,23],[365,12],[370,29],[375,21],[380,22],[385,13],[390,21],[395,15],[400,17],[405,12],[410,20],[415,21],[420,22],[425,16],[430,15],[435,16],[440,14],[445,17],[450,9],[455,15],[460,16],[465,12],[470,14],[475,11],[480,9],[485,8],[490,11],[495,11],[500,10],[505,7],[510,9],[515,9],[520,6],[525,13],[530,11],[535,6],[540,10],[545,11],[550,5],[555,5],[560,3],[565,9],[570,6],[575,7],[580,6],[585,7],[590,4],[595,6],[600,5],[605,9],[610,6],[615,6],[620,10],[625,7],[630,2],[635,6],[640,11],[645,6],[650,6],[655,3],[660,7],[665,3],[670,2],[675,1],[680,7],[685,9],[690,5],[695,5],[700,2],[705,3],[710,5],[715,4],[720,3],[725,8],[730,1],[735,4],[740,4],[745,10],[750,4],[755,2],[760,7],[765,2],[770,7],[775,8],[780,2],[785,4],[790,3],[795,2],[800,2],[805,3],[810,1],[815,4],[820,6],[825,4],[830,3],[835,5],[840,6],[845,5],[850,6],[855,6],[860,3],[865,4],[870,4],[875,6],[880,3],[885,2],[890,3],[895,4],[900,3],[905,2],[910,2],[915,3],[920,4],[925,6],[930,3],[935,2],[940,4],[945,2],[950,2],[955,1],[960,4],[965,5],[970,1],[975,2],[980,3],[985,1],[990,3],[995,2],[1000,5],[1005,2],[1010,2],[1015,1],[1020,3],[1025,2],[1030,3],[1035,3],[1040,2],[1045,1],[1050,5],[1055,4],[1060,3],[1070,3],[1080,2],[1085,3],[1095,2],[1100,2],[1105,2],[1115,4],[1120,4],[1130,5],[1135,2],[1140,3],[1145,2],[1150,4],[1160,6],[1170,1],[1180,3],[1185,2],[1190,3],[1195,2],[1200,5],[1205,1],[1210,1],[1215,3],[1230,3],[1235,2],[1240,2],[1255,1],[1260,3],[1265,3],[1270,1],[1280,2],[1300,4],[1305,3],[1310,1],[1315,3],[1320,1],[1325,1],[1330,2],[1335,2],[1340,1],[1345,1],[1355,4],[1360,1],[1365,2],[1375,2],[1390,1],[1395,2],[1400,3],[1410,1],[1415,3],[1420,1],[1425,1],[1430,2],[1435,1],[1440,2],[1445,1],[1455,1],[1460,1],[1465,3],[1470,1],[1475,1],[1480,1],[1490,1],[1495,1],[1500,2],[1510,4],[1515,1],[1520,4],[1525,1],[1535,1],[1540,1],[1545,1],[1550,1],[1555,1],[1560,1],[1565,2],[1570,1],[1575,1],[1580,1],[1585,2],[1590,3],[1595,2],[1600,1],[1605,1],[1615,1],[1620,2],[1625,1],[1630,1],[1640,2],[1655,2],[1665,1],[1675,2],[1680,1],[1685,2],[1690,2],[1710,2],[1720,3],[1735,1],[1750,2],[1755,1],[1760,2],[1780,3],[1785,1],[1790,1],[1795,1],[1800,1],[1815,1],[1820,1],[1830,1],[1835,1],[1845,2],[1850,1],[1860,1],[1865,2],[1870,1],[1875,1],[1885,1],[1890,1],[1905,1],[1920,1],[1925,2],[1935,1],[1950,1],[1990,2],[1995,1],[2010,1],[2020,1],[2030,1],[2045,1],[2050,1],[2060,2],[2070,1],[2085,1],[2095,1],[2135,1],[2145,1],[2205,1],[2215,1],[2225,1],[2235,1],[2270,1],[2300,2],[2310,1],[2315,1],[2330,1],[2350,1],[2355,1],[2375,1],[2405,1],[2415,1],[2460,2],[2500,1],[2540,1],[2550,1],[2565,1],[2620,1],[2625,1],[2640,1],[2670,1],[2695,1],[2785,1],[3030,1],[3270,1],[3335,1],[3385,1],[3550,1],[3570,1],[3790,1],[3910,1],[4010,1],[4530,1],[5060,1],[5475,1],[5545,1],[5895,1],[7090,1]]",4360121.444781951,604.0
Allen County,Indiana,41.2707173,40.9166548,-84.8032791,-85.3374868,41.09987061659591,-85.11981367275138,957.1,112107.0,83.98210990523253,83.50116939027842,614639.0,2130192.0,1462893.0,1790245.0,3700888.0,44.0,9698857.0,11.0,2424714.25,1.5268486140922546E8,6.303093090493438E8,3.851509605195191E8,4.896453299725374E8,1.0709621683293884E9,12154.597827148436,2.7287526292800164E9,"[[0,18533],[5,31168],[10,24861],[15,16729],[20,8313],[25,3374],[30,1662],[35,970],[40,707],[45,503],[50,435],[55,406],[60,311],[65,286],[70,246],[75,225],[80,214],[85,196],[90,159],[95,159],[100,128],[105,106],[110,90],[115,105],[120,110],[125,90],[130,79],[135,78],[140,70],[145,69],[150,52],[155,53],[160,38],[165,45],[170,41],[175,38],[180,42],[185,35],[190,46],[195,33],[200,26],[205,37],[210,26],[215,35],[220,27],[225,28],[230,20],[235,21],[240,22],[245,21],[250,27],[255,19],[260,22],[265,19],[270,9],[275,17],[280,16],[285,14],[290,17],[295,11],[300,19],[305,14],[310,9],[315,14],[320,18],[325,13],[330,12],[335,11],[340,15],[345,10],[350,9],[355,12],[360,11],[365,13],[370,16],[375,16],[380,6],[385,6],[390,9],[395,15],[400,12],[405,5],[410,13],[415,6],[420,11],[425,5],[430,7],[435,6],[440,8],[445,4],[450,6],[455,9],[460,8],[465,6],[470,5],[475,6],[480,6],[485,9],[490,4],[495,5],[500,8],[505,4],[510,8],[515,6],[525,3],[530,4],[535,1],[540,7],[545,10],[550,5],[555,4],[560,2],[565,6],[570,6],[575,5],[580,7],[585,7],[590,7],[595,4],[600,5],[605,3],[610,5],[615,7],[620,3],[625,2],[630,2],[635,7],[640,1],[645,2],[650,1],[655,5],[660,5],[665,2],[670,7],[675,4],[680,1],[685,1],[690,5],[695,2],[700,6],[710,2],[715,4],[720,2],[725,2],[730,2],[735,1],[740,2],[750,6],[755,3],[760,8],[765,3],[770,1],[775,5],[780,2],[785,2],[795,1],[800,3],[805,5],[810,1],[815,1],[820,2],[825,1],[830,5],[835,2],[840,3],[845,4],[850,2],[855,2],[860,4],[865,3],[870,2],[875,1],[880,1],[885,1],[890,3],[895,3],[905,2],[910,2],[920,1],[925,1],[930,2],[935,1],[940,1],[955,1],[960,2],[965,1],[975,1],[980,2],[985,2],[990,1],[995,3],[1000,4],[1005,1],[1010,1],[1015,1],[1020,1],[1025,4],[1035,2],[1040,2],[1055,2],[1060,3],[1065,1],[1070,2],[1075,1],[1085,1],[1100,1],[1105,1],[1110,4],[1115,1],[1120,2],[1125,4],[1130,1],[1150,1],[1155,2],[1170,1],[1180,1],[1185,1],[1190,1],[1195,1],[1205,1],[1215,1],[1220,1],[1230,1],[1240,2],[1250,1],[1255,2],[1260,2],[1265,1],[1270,1],[1275,1],[1290,1],[1295,1],[1305,1],[1310,3],[1320,1],[1330,1],[1350,1],[1355,1],[1370,1],[1380,1],[1385,1],[1390,2],[1400,1],[1405,1],[1410,1],[1415,2],[1420,2],[1425,1],[1435,1],[1445,1],[1455,2],[1460,3],[1470,1],[1475,2],[1480,1],[1485,2],[1495,1],[1505,1],[1510,1],[1530,1],[1535,1],[1540,1],[1545,2],[1550,1],[1555,1],[1560,2],[1565,1],[1580,1],[1585,2],[1590,1],[1595,1],[1600,1],[1605,1],[1615,1],[1640,1],[1655,1],[1680,1],[1690,1],[1710,1],[1715,2],[1745,2],[1780,1],[1785,1],[1810,1],[1815,1],[1820,1],[1860,1],[1865,1],[1875,1],[1900,3],[1920,1],[1930,1],[1935,1],[1945,1],[1980,1],[1990,2],[2030,1],[2050,1],[2055,1],[2060,3],[2070,2],[2115,1],[2185,1],[2210,1],[2215,1],[2230,1],[2290,2],[2315,1],[2320,1],[2340,1],[2365,1],[2370,1],[2380,1],[2400,1],[2430,1],[2545,1],[2615,1],[2680,1],[2740,1],[2970,1],[3600,1],[3965,1],[4020,1],[4090,1],[4150,1],[4215,1],[4805,1]]",2259008.6688986495,119.0
Allen County,Ohio,40.9200144,40.6442627,-83.8801217,-84.3970334,40.75626324453063,-84.12462026551623,957.9499999999999,22217.0,60.235031817548425,85.66085749537322,161185.0,375227.0,226296.0,310594.0,877280.0,38.0,1950582.0,9.5,487645.5,4.0324308381753534E7,1.1393690763293457E8,6.065161804642335E7,8.601963895897219E7,2.5494700491448966E8,10535.422534179686,5.558794779345732E8,"[[0,5238],[5,6341],[10,3445],[15,2597],[20,1629],[25,843],[30,427],[35,254],[40,193],[45,120],[50,113],[55,75],[60,83],[65,61],[70,44],[75,62],[80,38],[85,39],[90,40],[95,23],[100,30],[105,21],[110,25],[115,22],[120,19],[125,22],[130,15],[135,13],[140,13],[145,14],[150,11],[155,12],[160,13],[165,6],[170,11],[175,11],[180,6],[185,13],[190,4],[195,12],[200,9],[205,8],[210,7],[215,6],[220,6],[225,6],[230,8],[235,5],[240,9],[245,2],[250,8],[255,3],[260,4],[265,2],[275,2],[280,2],[285,5],[290,2],[295,2],[300,2],[305,5],[310,5],[315,2],[320,2],[325,6],[330,1],[335,1],[340,2],[345,2],[350,1],[355,6],[360,2],[365,1],[370,1],[375,1],[380,3],[385,4],[390,2],[395,1],[400,1],[405,2],[415,2],[425,3],[430,2],[435,1],[440,3],[455,1],[465,1],[475,1],[480,3],[485,2],[490,3],[500,1],[515,2],[545,2],[550,1],[555,1],[565,2],[570,2],[580,3],[600,2],[610,1],[630,1],[635,1],[660,1],[665,1],[670,1],[675,1],[710,1],[715,1],[725,1],[740,1],[750,1],[760,1],[765,1],[785,1],[815,1],[825,1],[830,1],[850,1],[860,1],[920,1],[925,1],[930,1],[945,1],[950,1],[980,1],[1010,1],[1015,1],[1020,1],[1055,1],[1060,1],[1070,2],[1105,1],[1120,1],[1140,1],[1170,1],[1190,1],[1270,1],[1280,1],[1290,1],[1320,1],[1330,1],[1380,1],[1430,2],[1445,1],[1450,1],[1500,1],[1520,2],[1560,1],[1565,1],[1575,1],[1695,1],[1715,1],[1740,1],[1860,1],[1875,1],[1985,1],[2015,1],[2120,1],[2165,1],[2230,1],[2535,1],[2540,1],[2580,1],[2740,1],[3045,1],[3240,1],[4140,1],[4330,1]]",460187.0268645003,4.0
Amherst County,Virginia,37.8042143,37.39692,-78.8707084,-79.3968058,37.52545521743948,-79.11123746515875,1061.6499999999999,2099.0,17.345597897503286,75.72150072150072,8493.0,35714.0,18130.0,19364.0,46695.0,32.0,128396.0,8.0,32099.0,2329485.591760253,1.1668160363897707E7,5386706.095391846,5839102.898406983,1.4741978696234133E7,10067.52565307617,3.996543364569094E7,"[[0,516],[5,765],[10,429],[15,169],[20,61],[25,33],[30,18],[35,13],[40,9],[45,8],[50,5],[55,10],[60,3],[65,3],[70,4],[75,4],[80,3],[85,5],[90,3],[95,2],[100,3],[105,2],[110,3],[115,3],[120,1],[130,2],[145,2],[165,1],[175,3],[185,1],[190,2],[205,1],[220,1],[235,2],[275,1],[315,3],[325,1],[510,1],[670,1],[1040,1],[1920,1]]",33085.54249042747,1.0
Anchorage,Alaska,61.4272978,60.7722266,-148.8305786,-150.0565216,61.18933680611049,-149.79040574653226,742.9,48123.0,78.03864686793194,75.80096399206124,12320.0,843383.0,426902.0,451747.0,2467464.0,36.0,4201816.0,9.0,1050454.0,2233686.518151856,1.8126851955992433E8,8.397825852810365E7,8.859874962771612E7,4.9360556127007747E8,7422.925280761719,8.496847755039737E8,"[[0,9036],[5,17795],[10,10115],[15,4032],[20,1830],[25,983],[30,539],[35,386],[40,318],[45,284],[50,209],[55,185],[60,165],[65,143],[70,139],[75,105],[80,111],[85,84],[90,84],[95,89],[100,77],[105,51],[110,64],[115,59],[120,50],[125,58],[130,47],[135,43],[140,44],[145,37],[150,36],[155,29],[160,30],[165,39],[170,23],[175,22],[180,23],[185,25],[190,16],[195,23],[200,19],[205,29],[210,18],[215,18],[220,21],[225,15],[230,14],[235,20],[240,13],[245,13],[250,11],[255,10],[260,7],[265,9],[270,18],[275,5],[280,3],[285,10],[290,11],[295,10],[300,12],[305,8],[310,7],[315,8],[320,5],[325,7],[330,5],[335,7],[340,5],[345,9],[350,7],[355,4],[360,8],[365,6],[370,5],[375,5],[380,6],[385,5],[390,6],[395,9],[400,3],[405,4],[410,3],[415,2],[420,3],[425,5],[430,1],[435,3],[440,3],[445,6],[450,1],[455,6],[460,3],[465,4],[470,5],[475,4],[480,4],[485,2],[490,3],[495,2],[500,3],[505,2],[510,3],[515,1],[520,4],[525,2],[530,4],[535,5],[540,2],[550,5],[560,6],[565,1],[570,4],[580,2],[590,2],[595,3],[600,2],[605,6],[610,1],[615,3],[620,5],[625,1],[630,2],[635,2],[640,1],[645,4],[650,2],[655,1],[660,3],[665,1],[670,1],[675,3],[680,2],[685,1],[700,2],[710,3],[715,3],[730,1],[735,1],[740,3],[745,1],[750,3],[755,2],[765,2],[770,3],[775,1],[800,1],[810,3],[820,1],[825,2],[830,1],[835,1],[845,1],[855,3],[870,1],[885,1],[890,1],[895,1],[905,1],[910,1],[935,3],[940,2],[950,1],[955,1],[965,3],[970,1],[1030,1],[1050,2],[1055,1],[1060,1],[1085,1],[1090,2],[1095,1],[1105,2],[1110,1],[1135,1],[1140,1],[1145,1],[1150,1],[1165,1],[1170,1],[1180,1],[1200,1],[1205,1],[1250,1],[1260,2],[1305,1],[1340,2],[1350,1],[1365,1],[1395,1],[1400,1],[1425,1],[1490,1],[1515,1],[1555,1],[1565,1],[1580,1],[1625,1],[1635,1],[1645,1],[1665,1],[1725,1],[1735,1],[1740,1],[1790,1],[1795,1],[1820,2],[1835,1],[1870,1],[1890,1],[1920,1],[1960,1],[2020,1],[2060,1],[2065,1],[2080,1],[2160,2],[2170,1],[2180,1],[2260,1],[2280,1],[2285,1],[2370,1],[2390,1],[2435,1],[2585,1],[2655,1],[2730,1],[2820,1],[3000,1],[3135,1],[3225,1],[3725,1]]",350074.65819198405,80.0
Anderson County,South Carolina,34.8184789,34.2256556,-82.3189793,-82.9845745,34.55698663863461,-82.62017771500979,1107.55,37254.0,45.38337487171969,80.23000387646982,182079.0,669841.0,482883.0,539044.0,1523535.0,47.0,3397382.0,11.75,849345.5,5.2570797073870815E7,2.2752177173820183E8,1.4860988103862312E8,1.6975834356635123E8,5.087160676610715E8,15285.540869140625,1.1071768610781186E9,"[[0,5291],[5,9689],[10,8119],[15,5775],[20,3321],[25,1675],[30,769],[35,423],[40,290],[45,197],[50,151],[55,134],[60,128],[65,88],[70,77],[75,85],[80,91],[85,72],[90,62],[95,50],[100,51],[105,45],[110,36],[115,31],[120,33],[125,19],[130,36],[135,24],[140,13],[145,17],[150,19],[155,14],[160,14],[165,12],[170,5],[175,6],[180,7],[185,8],[190,15],[195,8],[200,8],[205,6],[210,9],[215,3],[220,6],[225,5],[230,7],[235,5],[240,6],[245,7],[250,2],[255,6],[260,6],[265,4],[270,5],[275,7],[280,4],[285,3],[290,6],[295,2],[300,6],[305,3],[310,1],[315,2],[320,6],[325,3],[330,2],[335,4],[340,1],[345,3],[350,4],[355,3],[360,3],[365,5],[375,2],[380,4],[385,3],[390,3],[395,2],[400,1],[405,2],[410,2],[415,3],[420,2],[425,1],[435,3],[440,2],[445,2],[455,1],[460,2],[465,2],[470,4],[475,4],[480,1],[490,2],[495,2],[500,3],[505,1],[515,1],[520,4],[530,2],[540,2],[545,1],[550,1],[555,1],[560,1],[565,5],[605,1],[610,1],[615,2],[620,1],[630,1],[635,2],[640,1],[645,1],[650,1],[655,1],[660,5],[675,1],[690,1],[695,1],[705,2],[725,2],[730,1],[740,2],[750,1],[785,3],[790,1],[795,2],[805,3],[825,2],[835,1],[840,1],[850,1],[855,1],[860,1],[870,1],[885,3],[895,1],[940,1],[950,1],[955,1],[980,1],[985,2],[995,1],[1005,1],[1015,1],[1020,1],[1040,2],[1050,1],[1055,1],[1080,1],[1095,1],[1110,1],[1120,1],[1130,1],[1140,1],[1145,1],[1155,1],[1175,1],[1185,1],[1195,1],[1215,1],[1220,1],[1275,1],[1285,1],[1295,1],[1330,1],[1355,1],[1400,1],[1480,2],[1495,1],[1500,1],[1515,1],[1545,1],[1555,1],[1570,1],[1645,1],[1655,1],[1670,1],[1680,2],[1685,1],[1715,1],[1740,1],[1750,1],[1765,1],[1805,1],[1830,1],[1845,2],[1865,1],[1895,1],[1940,1],[2035,1],[2120,1],[2150,1],[2180,1],[2210,1],[2240,1],[2310,1],[2395,1],[2465,1],[2470,1],[2580,1],[2660,1],[2890,1],[2915,1],[2945,1],[3335,1],[3390,1],[4155,1],[4160,1],[5125,1],[5445,1],[6350,1]]",649964.2968238738,6.0
Anderson County,Tennessee,36.2946994,35.9348239,-83.942494,-84.4190925,36.088622171639024,-84.16828197679615,1017.4499999999999,17668.0,59.17717319177173,79.24646781789639,128122.0,312945.0,219003.0,241156.0,741783.0,48.0,1643009.0,12.0,410752.25,3.4231963541345224E7,9.672166155862425E7,6.24337791610779E7,7.037441166483152E7,2.2846864066391605E8,13965.657299804687,4.92230456589795E8,"[[0,2571],[5,4593],[10,3794],[15,2572],[20,1549],[25,845],[30,413],[35,213],[40,144],[45,99],[50,81],[55,62],[60,61],[65,48],[70,53],[75,43],[80,32],[85,33],[90,42],[95,22],[100,19],[105,18],[110,30],[115,11],[120,18],[125,11],[130,10],[135,21],[140,11],[145,4],[150,8],[155,3],[160,6],[165,9],[170,1],[175,7],[180,7],[185,9],[190,5],[200,2],[205,2],[210,3],[215,3],[220,3],[225,5],[230,6],[235,4],[240,3],[245,2],[250,5],[255,5],[260,2],[265,4],[270,1],[275,2],[280,2],[285,3],[290,1],[295,1],[300,8],[305,2],[315,1],[320,1],[325,4],[330,1],[335,2],[340,1],[355,1],[360,2],[365,3],[370,1],[375,1],[380,2],[390,1],[395,1],[400,1],[410,3],[415,1],[420,3],[425,1],[430,2],[435,2],[440,4],[445,2],[460,3],[465,1],[480,2],[485,1],[490,1],[505,1],[525,1],[545,1],[555,1],[560,1],[570,1],[580,1],[585,1],[590,3],[600,1],[610,2],[620,1],[630,2],[635,1],[650,2],[660,1],[670,1],[705,1],[730,1],[740,1],[750,1],[760,1],[775,1],[780,1],[795,1],[805,1],[810,1],[840,1],[845,1],[850,1],[870,1],[900,1],[910,1],[935,1],[945,1],[970,1],[1035,1],[1040,1],[1045,2],[1060,1],[1110,1],[1145,1],[1175,1],[1225,1],[1275,1],[1300,1],[1315,1],[1360,1],[1405,1],[1575,1],[1725,1],[1765,1],[1945,1],[2045,1],[2110,1],[2180,1],[2260,1],[2330,1],[2415,1],[2590,1],[2605,1],[2865,1],[3130,1],[3175,1],[3225,1],[5970,1]]",375875.61775920674,19.0
Andrew County,Missouri,40.1166864,39.8211752,-94.6244155,-94.9973852,39.905497273147844,-94.82908845531878,1066.75,1955.0,25.054391388984314,89.3510054844607,4926.0,37747.0,22435.0,28572.0,27262.0,43.0,120942.0,10.75,30235.5,1347022.2716979978,1.262452934470214E7,6557900.838891601,8512990.935571292,8560294.02098389,13330.907971191406,3.760273741184692E7,"[[0,225],[5,642],[10,485],[15,259],[20,146],[25,68],[30,36],[35,21],[40,13],[45,8],[50,8],[55,4],[60,8],[65,1],[70,5],[75,3],[85,2],[90,1],[95,3],[100,3],[105,1],[110,1],[125,1],[130,3],[150,1],[155,1],[160,1],[265,1],[350,1],[370,1],[575,1],[1055,1]]",26250.0054098025,7.0
